Subject,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127,PC128,PC129,PC130,PC131,PC132,PC133,PC134,PC135,PC136,PC137,PC138,PC139,PC140,PC141,PC142,PC143,PC144,PC145,PC146,PC147,PC148,PC149,PC150,PC151,PC152,PC153,PC154,PC155,PC156,PC157,PC158,PC159,PC160,PC161,PC162,PC163,PC164,PC165,PC166,PC167,PC168,PC169,PC170,PC171,PC172,PC173,PC174,PC175,PC176,PC177,PC178,PC179,PC180,PC181,PC182,PC183,PC184,PC185,PC186,PC187,PC188,PC189,PC190,PC191,PC192,PC193,PC194,PC195,PC196,PC197,PC198,PC199,PC200,PC201,PC202,PC203,PC204,PC205,PC206,PC207,PC208,PC209,PC210,PC211,PC212,PC213,PC214,PC215,PC216,PC217,PC218,PC219,PC220,PC221,PC222,PC223,PC224,PC225,PC226,PC227,PC228,PC229,PC230,PC231,PC232,PC233,PC234,PC235,PC236,PC237,PC238,PC239,PC240,PC241,PC242,PC243,PC244,PC245,PC246,PC247,PC248,PC249,PC250,PC251,PC252,PC253,PC254,PC255,PC256,PC257,PC258,PC259,PC260
hippocampus_001,16.51569245,-16.31800782,7.32454838,-11.11019614,-3.79875202,-4.10942632,-1.28702021,0.93527420,-1.56347593,-4.61236444,-2.35869302,-4.81658434,-0.66498956,0.41995910,2.26767700,3.33579539,-1.76951147,-1.76568466,-1.54928734,-1.86597004,2.18138291,-0.62150158,0.36011370,5.39503427,0.60770020,2.53132258,-1.54797234,-2.68498782,0.09157710,-1.10112929,1.26566429,-3.35044322,1.67539353,-0.99463672,-1.69671441,-0.51666880,0.92687461,1.16649560,1.66952952,-1.58847102,3.07134828,1.11379731,2.00223804,0.47678422,0.58725927,0.00451386,1.05703048,0.38402874,-1.19626699,1.33238522,2.03146800,0.76729822,0.37310887,1.59998747,-1.12842699,1.09595100,-0.78768312,-0.75357665,-0.66214221,0.72999321,-0.02757643,0.99285747,-1.58705443,0.40410676,0.10978988,1.32370338,-1.64043969,-1.44062372,-0.04685231,-0.55160841,0.02908371,0.88483881,0.53046310,0.32417317,-0.29559513,0.24357539,0.50500385,0.79551433,-0.72470885,-0.02889306,0.35265975,-1.08933581,0.68041472,-1.24620946,-0.07717687,-1.25090953,-1.67183876,-0.14678493,-0.38825961,-0.15086756,2.22327397,-0.90249724,-0.48742164,-0.00540268,-1.34131168,-0.47048471,0.06714755,0.80370721,-0.82993186,0.32271759,-0.28359942,0.43189683,-0.00396111,-0.71038535,0.39600129,-0.40085259,0.74425858,0.85292628,-0.37398733,0.07327378,-0.10599180,-0.48163149,0.54292642,-1.03094815,-0.17210495,-0.31525763,-0.00418309,-0.14011571,0.39022295,0.41937293,-0.69957516,1.04283256,-0.71267347,-0.34578493,-0.02329133,0.27465258,-0.70892605,-0.23287148,0.30998837,0.47661587,0.63403294,0.19338729,0.57439415,0.77676513,-0.16569851,0.05564595,-0.39236933,-0.53205638,-0.03154404,0.81548003,-0.62623433,0.24171962,-0.31936237,-1.23646613,-0.22460946,0.08173746,-0.64988328,-0.47962172,0.05022722,-0.06790316,-0.05491074,-0.57204859,-0.17342198,0.29340085,0.24293447,-0.40911493,-0.13238181,0.60222211,-0.32348601,0.32100226,0.51197416,-0.39364694,0.27786818,-0.06283037,0.51207541,-0.05026610,-0.27326719,0.05622419,-1.07352502,-0.34403530,1.06549065,0.35938601,-0.48507041,0.09836049,0.34371098,-0.01525748,-0.10672728,0.52681941,-0.74376512,0.39281275,0.39390516,0.69254277,0.33309595,-0.27988478,0.37291621,0.18367470,0.53446905,-0.23992536,-0.11050477,-0.88924841,-0.21125171,-0.14612302,0.39891578,0.55474722,0.31938071,-0.48200697,0.16316807,-0.12353013,-0.11562395,-0.19090852,-0.01258768,-0.18775594,-0.44695379,0.19637820,-0.26111213,-0.47458493,-0.41348437,0.21807941,-0.43262110,-0.13393582,-0.02707299,0.17133034,-0.07637412,0.08362053,0.00198604,-0.13359591,0.19578840,-0.32810793,-0.19302456,0.34625957,0.27117055,0.33550266,0.02545633,-0.74537747,-0.33501861,0.42583011,-0.05133162,-0.16980066,-0.06033203,0.02752069,0.09670596,-0.27296557,-0.39958829,0.41736087,0.28510059,0.10206766,-0.23003105,0.70176729,-0.05014524,0.36124653,0.12059063,0.16599357,-0.09127808,0.06923227,-0.55772050,-0.92876006,-0.00486097,-0.19774715,-0.25375175,-0.35428791,0.18700892,-0.07517959,0.11009031,-0.13605825,-0.16128415,0.09608833,0.65626233,0.14586328,-0.01317852,-0.00000000
hippocampus_003,5.88696209,21.88276236,1.15685002,2.03118284,11.66150937,-4.67233035,1.87785572,-7.09490577,-0.99245112,-3.14262829,2.93892118,-0.52943278,3.18169209,4.31274646,-0.37163756,1.37529992,0.57334742,0.15795349,-0.39467578,-0.23377994,-1.75532070,1.53805207,1.89010921,-1.36246267,-1.09008986,-0.14297210,1.85834434,-1.75071046,0.62570319,4.23868177,-1.04942520,-1.43947275,1.15105754,-2.60065549,-1.21600123,-0.24833917,0.97354972,-1.58408721,-2.74171386,-1.08469447,1.03414682,0.22182506,0.18481653,1.11341103,-0.24966570,-0.82312722,3.17297571,0.20958047,-0.79116196,0.09640423,-0.00978233,-0.24491667,2.04190651,-2.68089915,1.24574982,-0.16938592,0.26287946,-0.35750127,-1.26792072,1.13714425,0.35785970,0.94207922,-1.32843370,-1.49781363,3.11285842,-2.62247059,-0.68088256,-0.53382554,-2.03497586,-0.09421530,-1.40377077,-0.58559594,-2.14800714,2.43574694,-0.22944161,1.25571072,1.89619621,0.19059585,0.85313525,-0.26274874,-0.23018851,-0.08555198,0.44747464,0.51570228,1.04557286,1.15192190,0.96408890,-0.62788602,-0.99033635,-0.05231307,1.19698138,-1.15771331,-0.24551109,0.55166082,0.45297896,0.18327668,0.82145940,-0.48279333,-0.24855629,0.04488714,0.53481782,2.47441671,0.61537288,1.06780617,0.90950914,0.07199613,-0.81596264,0.55060306,-0.31585106,0.22728505,-0.71017918,-1.36485269,-1.67610047,0.27642225,0.78018345,-0.75916366,0.26966906,-0.81655577,-1.00182305,-1.60516082,-0.16184287,0.44871171,0.07057453,0.26453794,0.02470020,0.18467832,-0.18457005,-0.97877161,1.34243636,1.04998024,0.12882819,0.97638443,-0.84735432,-1.05689750,0.40657937,0.58502995,-0.29700573,-1.12231918,0.11840784,-0.11282779,1.02582002,-0.74509454,-0.68824543,0.53030116,-0.46295631,1.24205534,-0.86378211,0.04951284,0.49383770,0.06811995,-0.79409700,0.86083657,0.29062496,-0.82177249,0.16315009,0.34744542,1.19511546,-0.27452969,0.38666376,1.27498920,-0.51479486,-0.69725875,-0.23825910,-0.44542201,0.20343710,-0.00720131,-0.35529337,0.76373366,-0.04241630,-0.39648761,-0.11190127,-0.45622275,-0.30973246,0.67038502,0.21404131,0.21722164,0.09313470,-0.28986858,-0.39991214,-0.63542562,-0.73202154,0.03642325,-0.33324867,0.26705343,0.13152270,0.05518564,-0.29084750,0.83319342,0.28544660,-0.13031321,-0.56851030,0.07786792,0.28787906,0.36405816,0.63301550,-0.43204197,0.23963268,-0.39150686,-0.03068740,-0.49939055,0.09179960,-0.25622432,-0.03720191,0.42921757,0.21354057,0.08601166,0.15404494,-0.14966028,0.21053324,0.04246158,0.03684976,0.32580201,-0.07779313,-0.54344288,0.16271434,-0.08790193,0.10114416,0.18183859,0.05593501,-0.15656874,0.10812804,0.08314884,0.02605593,-0.10087304,0.07244515,-0.07861715,-0.06489858,0.10925721,-0.32456018,0.62883694,-0.23107084,0.01785553,0.12202774,-0.14539157,-0.41079688,-0.25980491,0.11387333,0.35572742,0.17982983,-0.05092448,0.14561457,-0.16731462,-0.24442952,-0.04625811,-0.20402220,0.23393705,0.05477251,0.08223051,-0.02782136,-0.25437545,0.06386574,0.09362959,-0.18780285,-0.12556876,0.02157170,0.03146651,-0.01413117,-0.07602621,-0.21061814,-0.00000000
hippocampus_004,-8.19274466,26.23855264,0.89694832,0.13167670,-2.43102997,-0.59516124,-3.94892726,-2.82426455,1.24736880,-5.09034694,-5.52155165,-2.55612945,1.15793607,8.89068385,2.96956861,1.39923023,0.22919455,2.40911711,-0.65981159,-0.46128353,-5.70194839,-1.41118218,0.54655467,-2.69973971,1.28294353,-3.77170254,0.10204997,-1.54462588,-0.13103425,0.26013492,-2.13528639,2.69991850,1.60277884,-0.84586029,-0.93518881,-2.21664915,-2.46547419,-2.57344998,-0.62825237,-1.81907631,0.58206959,-0.83305050,0.95942656,-0.02541752,-0.00637921,-0.33817231,0.63813704,-0.78855943,0.25193575,-1.38244880,2.01737994,0.49174906,3.70935776,0.86822663,1.50610889,-0.48666985,1.80878145,0.96047857,-0.53667527,-1.67786089,-0.01911367,-0.70078459,0.03388837,-0.48993892,1.31506456,0.97293893,0.66653988,-1.69177578,1.25574697,-1.14547039,-0.12906379,-0.35050251,-2.00078635,0.47937717,-1.27215297,1.39392315,0.42304445,-0.50667484,1.29971219,-1.37455941,-0.59083027,-1.28633596,-0.45752149,-0.85934213,0.44701350,-0.56613658,1.05850923,1.09961181,0.25069563,-0.24474778,-0.53129841,-1.46759436,1.07236468,-0.59259249,-1.45615667,0.00426345,1.10957878,-1.02301042,-0.54824075,0.53178238,0.50776609,-1.00951238,0.03064861,-0.04284117,0.92165623,-0.85377172,-0.17911424,-0.94755540,-0.54953331,-0.35856412,-0.11337924,0.42801380,0.18478740,-0.19048930,1.10599063,-1.84410745,0.34951631,0.47715499,0.24983112,0.19333084,0.44203484,-0.89728573,0.26967569,0.51378259,0.33815634,-0.37944141,0.22298401,0.37072781,-0.25968212,-1.16439332,-0.91502106,-0.68099731,0.55873247,0.61559175,0.57343781,-0.14924979,-0.36093293,-0.18540000,-0.21713681,0.12932009,0.92263427,-0.75272758,0.12277055,-0.19990143,0.18939329,0.36394301,-0.55929205,0.16312636,-1.02062635,0.40624501,0.14596162,-0.37481771,-0.55165902,0.65206562,-0.21011885,-0.05973639,-1.12169985,-1.03391603,0.17487431,-0.06761952,-0.98573075,0.31531629,-0.92010547,-0.30343447,-0.21530896,-0.56699558,-0.74825234,-0.23565960,-0.32246832,0.73647867,0.33549108,0.07959239,-0.55154466,-0.18475084,0.35813308,0.31475653,0.48703882,-0.43920742,0.32195753,0.78344410,0.35298166,-0.25123427,-0.80635247,-0.72614729,0.47637367,0.00956966,0.23425570,0.23275748,0.06433265,-0.36254843,0.19254572,-0.27101066,0.03337752,-0.25743197,-0.22538468,0.24778447,0.14966534,-0.70078209,0.54279429,-0.38462488,0.25385154,0.43926482,0.43355545,-0.62289787,-0.44329106,0.06615894,-0.47910192,0.18520878,-0.36143944,0.43924099,0.64080083,0.33097641,-0.15627010,0.76933392,0.05991545,-0.40062705,0.59936970,0.18347546,-0.03951176,0.37811376,-0.27460603,0.03174032,0.18659818,-0.29285979,-0.30995907,0.03636843,0.06665277,-0.21760397,0.16788761,-0.05689824,-0.38802469,-0.28849793,0.20955705,-0.30370553,-0.33671027,-0.18785528,0.04959186,-0.14516277,-0.21966517,-0.05275627,-0.16688791,-0.15044778,0.08366209,-0.04271796,0.18014931,-0.24837487,-0.30055881,-0.17173025,-0.06503103,0.33954494,0.10153612,-0.34937142,-0.16433904,-0.13656549,-0.03345339,0.28526067,0.01349524,0.12756314,0.09511388,-0.00000000
hippocampus_006,-26.15971062,0.38552806,10.16463592,-6.03015552,-2.41826757,4.74932622,3.85199557,3.71385034,-3.78057830,8.84613640,-8.90360820,-4.60392266,-2.72069095,1.45141050,1.84923376,5.02533699,3.81938863,-1.87414315,-4.10744709,-2.68346427,0.43607255,1.74624550,4.11027976,-0.00108525,1.59797215,-0.39391216,-0.10512543,-1.01929881,1.84969687,-2.07378059,1.30865715,-1.59929406,0.83131578,1.38623517,-0.39859439,-2.57908320,-0.31694790,-1.12100280,-0.49023689,1.35965354,0.23200656,0.29866634,-0.69555407,-1.31096716,-0.92975728,-1.92129247,1.98221299,-0.69060614,-1.68488695,-0.24993060,-0.89060546,-0.61945057,0.21359120,0.73834429,-0.04016856,1.77404861,1.54956429,0.69552177,-0.11770134,-0.62484920,0.84363454,-0.89039360,-0.03328070,0.63116358,-2.38206507,-0.40804087,-0.67328192,0.54386840,-0.37795450,-0.20517591,0.78045927,-1.32280555,0.53231825,-0.43932937,1.16151813,-0.36695668,0.26855961,-0.03322852,-1.15870958,0.36151918,1.08805120,0.35154614,0.33637723,1.01058026,-1.25599723,0.46751514,-0.34948933,0.43032733,-0.27787487,0.28853419,0.60150111,0.46265750,0.20163888,-1.49535132,-0.37552815,0.35792352,0.16778101,-1.01675527,-0.36082090,0.63454074,1.57984650,-1.39637006,2.28143848,0.36507193,0.06857660,-1.39169078,0.35251865,0.22111846,0.52657412,-0.47353497,-1.50370435,-0.08365164,-0.31711159,0.16110654,-1.20744683,-0.21654553,-0.79239371,-0.76850043,0.24575225,-0.40171173,-0.65022820,0.91479663,0.00665163,0.80710113,1.39743828,0.31443809,-0.50467584,0.09089085,0.48278102,1.06064612,0.04655235,0.65564335,-0.43686663,0.71790254,-0.04923520,-0.15765632,0.82943461,0.44750957,0.68126909,-0.35400568,1.30473646,0.31674956,-0.51219656,0.04826190,-0.48217491,0.90838063,-0.26387772,0.09563994,0.39593773,-0.02085015,-0.10796283,0.38393598,0.29011203,-0.10557995,-0.29014269,-0.20402999,0.74003691,-0.06609718,0.03283297,-0.78960931,-0.55239355,0.91442948,0.75703036,0.75324602,-0.33800846,0.14122228,-0.25948288,0.49039279,-0.32497737,-0.09245315,-0.49782581,0.65527443,0.59476637,-0.44894029,0.45247943,0.58779155,0.52102815,0.31208681,0.27106035,0.85067471,0.33627602,-0.07523360,0.55073819,0.95263525,0.04486684,-0.05556088,-1.04168274,0.45223607,0.10331315,-0.66665152,-0.37365578,0.18284236,-0.53695328,-0.40058881,0.35656856,0.35641819,-0.01942116,0.58733832,0.27062672,0.60634698,0.21743112,-0.48460038,0.05062686,0.74761165,-0.09961267,-0.37357211,-0.26246363,-0.21029977,-0.43051187,-0.34919889,0.17812435,-0.47893778,0.02321235,0.58742120,-0.32777332,-0.10035757,0.84986762,-0.04972100,0.04357071,0.00484839,-0.31031510,0.11801387,0.24198696,-0.04145382,0.13522710,-0.17402322,-0.21917413,-0.10572874,-0.03086841,-0.22596612,-0.13588854,-0.01502700,0.24836724,0.26975333,-0.43603839,-0.34836952,0.05661675,-0.18277212,0.16461482,-0.26533380,0.23958338,0.00980995,-0.04107245,-0.06573686,-0.15352818,0.09441821,0.19474199,0.27252879,-0.25246604,0.40859791,-0.02720973,0.24322049,-0.16286474,0.18520093,-0.15305659,0.14501273,0.26309506,-0.15721784,0.26682790,-0.00000000
hippocampus_007,-0.79106974,20.81727770,-1.95736931,12.09223865,6.54987570,16.45182516,12.88562363,-12.56728531,-6.60149727,-4.31108966,2.47846229,-2.03864752,-2.64338459,-4.26753860,1.83846438,-1.18237930,1.78291362,2.73017892,0.66311402,0.27945760,3.13201457,0.13760030,2.38695105,0.43317533,-0.19178362,1.79476706,0.44721157,-1.78539942,-4.13433218,1.46614797,-1.01217560,0.32540802,1.40202280,-0.61786456,-0.33955147,1.31469401,-0.66590249,1.52790381,-0.09128485,1.50981653,1.67326642,0.09006375,-2.42343005,0.54526789,1.77310667,-2.29955723,-0.36357765,-0.34951126,-0.04183647,-0.44247829,0.02632156,-2.16478647,-0.00044211,1.45055321,1.51772856,-1.90010339,-0.97290047,0.51496603,-0.94692207,1.50447718,-0.90600537,0.58474767,-0.17871705,-0.62693770,0.01456243,-1.43918774,-1.28708094,0.01259180,-1.38640807,0.33662602,-0.56796397,0.20750049,0.36339496,-0.89127457,-2.15924408,0.42072880,-1.05233357,0.59984712,-0.64640948,1.21612774,0.39510792,0.21428996,-0.27072091,-0.65623313,-0.17677138,0.12116991,0.58058033,0.28860257,-0.08695701,0.59645198,0.11886734,1.02880913,-0.39703075,-0.18742028,1.02705085,-1.25544010,-0.13964237,-0.00110059,-0.17977746,1.13313759,0.62910492,0.26926457,-0.32277771,-0.21663243,-0.97011567,-0.43164858,0.06198158,-0.09622298,0.89245744,-0.43584805,1.09451584,0.11733978,-0.33488682,0.17487188,0.37254073,0.63594886,-1.11739744,0.99515703,0.98917862,0.67621582,1.47812402,-0.50947650,-0.43064996,-0.08991714,1.14227415,-0.94915847,-0.46277994,0.39596879,0.26538205,0.22421310,-0.25449566,-0.41711896,0.57619728,-0.25523566,-0.62313045,0.26018686,-0.00730843,0.05552265,-0.15834767,0.84751300,0.12129014,-0.35472822,1.83907325,-0.57230307,0.05305457,-0.32223938,-0.39631429,0.69245024,-0.27175906,-0.02466165,0.84990742,-1.10779107,-1.24568970,0.60660967,-0.06731135,-0.15540516,0.23915717,-0.73566097,0.11194194,-0.62231448,-0.52114206,-0.17915092,-0.53407211,-0.10945251,0.41460980,1.04610090,-0.69702410,0.32904543,0.37834518,-0.67039126,-0.78589557,0.50063581,-0.31430750,-0.75295349,0.01423133,-0.54297677,0.66858200,-0.60704441,-0.33976277,-0.39881550,-0.82917057,-0.10141817,-0.09350099,0.42520056,-0.15636826,0.53562073,-0.08879310,-0.70868735,0.31924253,-0.23127424,0.32688001,-0.29843853,0.16705888,0.94029286,0.03797444,-0.03810534,0.30480151,-0.37128464,0.47915580,-0.14628465,-0.27115979,-0.18798466,-0.05612374,-0.23722887,0.47940530,-0.49153272,-1.02004319,-0.01490794,-0.02761256,-0.22916863,-0.45024900,-0.53502641,-0.09382683,-0.37777186,0.20797898,-0.42741468,-0.21483418,0.11108972,-0.07543209,-0.08719711,0.21207658,-0.44155407,0.36832684,-0.24625644,-0.18128586,-0.32890895,-0.71271873,0.05189239,-0.10852936,0.28631624,-0.53884582,-0.09789287,0.04608552,0.19365858,0.00482267,-0.26083439,0.06860982,-0.18053863,-0.04974866,-0.22408970,-0.21723801,0.19705992,-0.29189480,0.22012782,-0.14761854,-0.14874513,0.09355424,0.24621978,-0.22287884,0.09871185,-0.08281449,0.11559710,0.21192575,0.11956634,0.00040602,0.20247377,-0.03089486,-0.30340889,0.04537446,-0.00000000
hippocampus_008,4.33076548,16.56228075,-0.15002879,19.59535448,-6.69555732,1.66573107,3.58152382,-9.95859781,1.38027505,-5.12542197,0.70543719,7.51750942,-0.51841953,-0.87486888,1.78973054,-5.70686727,-2.72015286,-3.64475366,-0.23220177,-0.50523716,2.69815289,0.60209306,-2.41480055,1.44961537,-1.28518712,-2.35058078,-1.87722233,-1.75635729,1.40848995,-0.87477628,-0.88294263,-1.69681069,3.63774749,-1.93045816,2.23342673,-1.76714002,1.41049384,-1.67205163,1.37289585,1.56696074,-2.58232202,3.61157278,-0.23804327,0.11820464,0.60352617,0.02263127,-1.23564089,-0.93515338,0.88287065,-1.12497708,-0.38750962,-1.43679876,-0.38285437,1.39943895,-0.72680892,-0.23448792,0.04586950,2.03191841,1.24979421,-1.89654091,-1.13183731,0.17360239,-0.32446667,0.16718986,0.12493496,-0.36425957,-1.39073308,-0.28556159,1.29533649,1.35745378,0.30119396,0.21039233,1.83959881,1.30768183,-1.12527363,0.46193754,-1.35996937,1.03823638,0.78944786,-0.05480111,-0.86060909,-0.00292526,0.22047561,-0.36882210,0.34161984,0.65006141,-2.09770978,-2.11234136,0.13718947,-0.08172211,1.55658756,0.29272154,0.37689400,-0.13813757,-0.93631286,-1.26354752,0.44814839,0.25944025,-0.48708827,-0.05049117,-0.29569459,0.81679517,-0.87124234,-0.43642404,1.38407676,0.47981405,0.95410643,-0.54783401,-0.21210363,0.63320732,0.34392839,-0.83678855,-0.71100750,0.90890006,-0.17677179,-0.21675135,0.05649052,-0.32307687,-0.30306326,1.15861980,-0.89221126,-0.70997162,-0.25662379,-1.08253172,-0.97220177,0.54281116,-0.41890867,0.38921091,0.84406461,-1.22458740,0.06005958,0.62360945,0.11455443,1.09805329,-0.56928932,-0.68849316,-0.96147361,0.25364707,-0.26488271,-0.00724389,-0.39122892,0.40089671,0.71159962,0.58378863,-0.11188121,-0.50579709,0.46774137,-0.19586803,0.16481832,-0.13444890,-0.44357936,0.42377528,-0.51647812,0.11860681,-0.51232754,0.98838285,0.67728173,0.24172277,1.22287121,-0.26447826,-0.07813659,-0.07809124,-0.13632855,0.54557098,-0.41811347,-0.66004849,-0.25980578,-0.18235574,0.04102571,-0.87068114,-0.11459883,0.73004775,-0.11259040,0.35947302,0.20010659,-0.13920649,0.25149749,-0.35278520,0.13387323,0.61186155,-0.45136743,-0.46598729,-0.39403563,0.42748003,0.63478325,-0.10983687,0.07072179,-0.15314620,-0.29009474,-0.51044080,0.06633895,-0.41076093,-0.08200774,-0.03916749,-0.45644387,0.24536410,0.10297536,0.36308071,-0.22114625,-0.55095965,-0.60096724,0.65494376,0.72368880,0.56564977,0.06622245,-0.06883210,0.13648135,0.55577899,0.02022481,0.19862318,-0.22963945,-0.06260831,0.47257493,-0.09410578,-0.15332415,0.47751060,0.63126377,-0.49712041,-0.09672479,0.13853031,0.16487266,0.29406442,0.03090919,0.23160806,-0.33349554,-0.36241516,0.33016423,-0.25473007,-0.03476280,0.18945268,0.46789432,0.13855237,0.16960723,-0.18922071,-0.25567216,-0.66654345,0.12759601,0.38761553,0.02378381,0.03961219,-0.18108975,-0.01543904,-0.01359408,-0.26309951,0.20438948,0.10323002,0.27334071,-0.16714141,-0.20377158,0.21973468,0.17434120,0.24326293,-0.41151123,0.14822681,0.05154311,-0.22698606,-0.01475333,-0.25848994,0.01214849,-0.00000000
hippocampus_011,-19.60574373,2.86768478,8.95888972,-18.61367676,9.84287527,-0.78737332,-4.72986862,0.97209445,-0.22106826,6.67643526,-2.16981995,-1.12576867,-0.00565905,2.03303274,5.41731301,-0.20838771,2.27804570,-0.63373369,-4.39740532,-3.16268621,2.66921235,-3.91129777,1.32718927,-2.84003999,0.95034384,-0.47445204,1.93241887,2.52450413,1.26969177,-3.63107555,2.94913586,1.00824317,-1.25821788,1.74881923,1.50738347,-0.01038685,-0.06800232,-2.20804589,4.30564800,1.17807168,-0.16584997,-2.80037114,-0.45897342,0.18088502,1.86790937,-2.18625849,-2.73539455,-0.55421013,-0.41259840,-1.54095277,0.16167731,0.69156225,1.04534833,-0.03153498,0.16051140,-0.06415469,-1.23440558,-1.51181054,0.28516189,-3.27907696,-1.71717933,-1.02643640,0.89401490,0.68950407,0.28398784,-0.11648095,-0.92081314,0.87097436,1.83122648,-0.06946988,-0.66875001,0.28553289,0.93028297,-1.31532243,0.76392743,0.68464707,2.33012638,-0.40177746,2.33888955,0.31854727,-0.25885484,1.75802507,-1.08517648,-0.19978306,1.33159279,0.68621267,0.64655170,0.22644951,-0.85188971,0.14012746,1.05734665,0.02726168,-0.25891240,1.00007491,0.35131526,-0.03094066,0.45212891,-0.39634739,-1.25131170,-0.52462762,-0.73992271,0.51783367,0.97985956,-1.79438622,-2.02447332,1.34174117,1.14739251,-0.90850690,0.26233374,-0.83401161,-0.21590471,-0.76819077,-0.68123953,-0.78553933,0.58319634,0.00385596,-0.07563281,0.32577008,0.04783898,0.67773647,1.40019861,0.43877441,-0.55098629,1.77387274,-0.27235591,-0.23794676,-0.54282693,-0.54066987,-0.96691929,0.68148424,0.20365967,-0.33661949,-0.14990247,0.10834667,-0.00235085,0.79903345,0.54484690,-0.17904586,-0.19062589,-0.28248826,1.16150429,0.47325411,0.58148578,0.19205735,0.78187354,-0.96866439,-0.51976710,-0.01763889,0.19012659,0.54012158,-0.35240329,0.77398065,-0.56137224,-1.05450577,-0.64020472,0.54599794,-0.03109251,0.54431701,0.08674111,0.53683404,0.06324872,0.59962378,0.37160222,-0.36410585,0.45327694,-0.58275214,-0.16355311,-0.31221245,0.16059711,0.76121894,-0.17116048,0.04704365,0.01560703,-0.30412645,-0.74555510,-0.39657559,-0.27462434,-0.06083838,-0.20447631,0.12559613,0.34739843,-0.11789769,-0.18228729,0.03713235,0.05109123,0.04693125,-0.17617829,0.09413126,-0.37540747,0.00635368,-0.81345847,0.08911164,0.48875461,0.26527037,-0.36391944,0.50407182,0.07355357,-0.49551247,0.04849245,-0.15484615,0.16346008,-0.49321854,-0.80767078,0.09499637,-0.28495822,0.13648870,-0.34291586,0.30154345,-0.08076808,0.07177518,-0.53583906,0.22577573,0.25659412,-0.22596573,0.35518146,0.13219312,0.78773092,0.39774118,-0.47023444,0.00953117,0.14961803,-0.00299421,0.15672321,0.01584393,-0.51063924,-0.30982351,-0.18988866,-0.31297039,-0.12725278,0.51765804,0.04962033,0.24058215,-0.29417428,-0.00871456,0.29543071,0.01221246,0.03016353,0.33171770,-0.13122387,0.04260682,-0.24518801,-0.03297606,0.15871597,0.02191467,0.38772349,0.13886844,0.29690803,0.00598478,0.02748297,-0.30668110,0.05300953,0.19349503,0.09566081,0.02255645,0.13813101,-0.04756937,0.05229625,0.08658852,0.05343734,-0.00000000
